race_key,race_year,schedule_idx,event,circuit,event_date,driver,team,qualifying_position,qualifying_lap_time_s,race_lap_time_s,finishing_position,position_changes,dnf,dnf_known,status,points,laps_completed,elo_before,elo_delta,elo_final,overtaking_difficulty
2018__15__Russian_Grand_Prix,2018,15,Russian Grand Prix,FORMULA 1 2018 VTB RUSSIAN GRAND PRIX,2018-09-30,SIR,Williams,18.0,132.454666666,103.067196078,18.0,0.0,0,True,+2 Laps,0.0,51.0,1425.19939981531,-6.86138014181627,1407.2213104370728,0.6351351351351351
2018__15__Russian_Grand_Prix,2018,15,Russian Grand Prix,FORMULA 1 2018 VTB RUSSIAN GRAND PRIX,2018-09-30,STR,Williams,20.0,112.8295,102.399807692,15.0,5.0,0,True,+1 Lap,0.0,52.0,1447.0023739423723,-3.8232596943608304,1462.8307342880876,0.6351351351351351
2018__15__Russian_Grand_Prix,2018,15,Russian Grand Prix,FORMULA 1 2018 VTB RUSSIAN GRAND PRIX,2018-09-30,VAN,McLaren,19.0,106.928333333,102.963745098,16.0,3.0,0,True,+2 Laps,0.0,51.0,1463.184619495085,-5.6529119286656915,1453.1409090180623,0.6351351351351351
2018__15__Russian_Grand_Prix,2018,15,Russian Grand Prix,FORMULA 1 2018 VTB RUSSIAN GRAND PRIX,2018-09-30,VER,Red Bull Racing,11.0,102.334333333,99.550886792,5.0,6.0,0,True,Finished,10.0,53.0,1548.50688219422,5.225067942320582,1879.4505913786095,0.6351351351351351
2018__15__Russian_Grand_Prix,2018,15,Russian Grand Prix,FORMULA 1 2018 VTB RUSSIAN GRAND PRIX,2018-09-30,VET,Ferrari,3.0,108.318384615,99.106943396,3.0,0.0,0,True,Finished,15.0,53.0,1597.8066516443332,6.074421179170593,1516.055076169242,0.6351351351351351
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,ALO,McLaren,18.0,102.051666666,101.560346153,14.0,4.0,0,True,+1 Lap,0.0,52.0,1477.3154013343767,-3.6304669746225,1582.7962691047849,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,BOT,Mercedes,2.0,111.014142857,99.056245283,2.0,0.0,0,True,Finished,18.0,53.0,1583.288575574284,7.830253293146272,1402.7114444643748,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,ERI,Sauber,20.0,91.213,100.522254901,12.0,8.0,0,True,+1 Lap,0.0,52.0,1462.2089166720932,-0.5728464724932598,1447.9379954513126,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,GAS,Toro Rosso,7.0,107.861875,101.13375,11.0,4.0,0,True,+1 Lap,0.0,52.0,1460.7668783848646,0.7408243523366682,1493.0651886207947,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,GRO,Haas F1 Team,5.0,106.9036,100.457735849,8.0,3.0,0,True,Finished,4.0,53.0,1465.9117605797903,4.349896446424909,1372.4774448225103,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,HAM,Mercedes,1.0,108.326714285,98.812490566,1.0,0.0,0,True,Finished,25.0,53.0,1621.7589794241155,7.8388817231933166,1731.7414504808555,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,HAR,Toro Rosso,6.0,100.307285714,101.553923076,13.0,7.0,0,True,+1 Lap,0.0,52.0,1414.9019646958943,-0.2090249468486718,1420.9083624764114,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,HUL,Renault,16.0,98.93625,103.394162162,19.0,3.0,1,True,Engine,0.0,37.0,1486.5462478294316,-10.272323067289308,1473.4256661158654,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,LEC,Sauber,11.0,107.863333333,101.657621621,18.0,7.0,1,True,Mechanical,0.0,38.0,1463.632149671204,-8.201687884234195,1743.365062543544,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,MAG,Haas F1 Team,12.0,110.960875,116.385333333,20.0,8.0,1,True,Collision damage,0.0,8.0,1501.9222928592962,-12.079648798021289,1394.7481985018023,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,OCO,Racing Point,8.0,109.801714285,100.47390566,9.0,1.0,0,True,Finished,2.0,53.0,1493.1432013642946,2.1258606921792134,1470.9374277709815,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,PER,Racing Point,10.0,106.187,100.310207547,7.0,3.0,0,True,Finished,6.0,53.0,1498.1339770313814,4.475511843230737,1629.2414502283532,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,RAI,Ferrari,4.0,107.6864,99.774716981,5.0,1.0,0,True,Finished,10.0,53.0,1573.6265293875283,4.366681411267501,1449.7035452092396,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,RIC,Red Bull Racing,15.0,89.806,99.180320754,4.0,11.0,0,True,Finished,12.0,53.0,1517.3473761601638,7.5853960206936595,1470.909747997035,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,SAI,Renault,13.0,102.282285714,100.886615384,10.0,3.0,0,True,+1 Lap,1.0,52.0,1502.8338845833125,0.519662088716836,1700.5906060556727,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,SIR,Williams,17.0,109.015,100.661098039,16.0,1.0,0,True,+1 Lap,0.0,52.0,1418.3380196734938,-4.114057359127534,1407.2213104370728,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,STR,Williams,14.0,105.7546,101.712442307,17.0,3.0,0,True,+1 Lap,0.0,52.0,1443.1791142480115,-6.225903965925842,1462.8307342880876,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,VAN,McLaren,19.0,104.209166666,101.57626923,15.0,4.0,0,True,+1 Lap,0.0,52.0,1457.5317075664193,-4.198638799231711,1453.1409090180623,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,VER,Red Bull Racing,3.0,95.3348,99.082207547,3.0,0.0,0,True,Finished,15.0,53.0,1553.7319501365405,7.574845916243961,1879.4505913786095,0.5
2018__16__Japanese_Grand_Prix,2018,16,Japanese Grand Prix,FORMULA 1 2018 HONDA JAPANESE GRAND PRIX,2018-10-07,VET,Ferrari,9.0,113.99075,100.130849056,6.0,3.0,0,True,Finished,8.0,53.0,1603.8810728235037,2.096784480361224,1516.055076169242,0.5
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,ALO,McLaren,16.0,112.50575,133.811,18.0,2.0,1,True,Collision,0.0,1.0,1473.6849343597542,-8.560710870961113,1582.7962691047849,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,BOT,Mercedes,4.0,110.011833333,101.489053571,5.0,1.0,0,True,Finished,10.0,56.0,1591.1188288674305,3.7874942000508556,1402.7114444643748,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,ERI,Sauber,19.0,111.868333333,103.477890909,10.0,9.0,0,True,+1 Lap,1.0,55.0,1461.6360701996,1.966614137748719,1447.9379954513126,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,GAS,Toro Rosso,13.0,111.201285714,103.924018181,12.0,1.0,0,True,+1 Lap,0.0,55.0,1461.5077027372013,-0.5552186142699629,1493.0651886207947,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,GRO,Haas F1 Team,8.0,108.630727272,139.5125,17.0,9.0,1,True,Collision damage,0.0,2.0,1470.2616570262153,-7.177404509339296,1372.4774448225103,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,HAM,Mercedes,1.0,110.571642857,101.089017857,3.0,2.0,0,True,Finished,15.0,56.0,1629.5978611473088,5.078183076547019,1731.7414504808555,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,HAR,Toro Rosso,14.0,113.935375,103.454454545,9.0,5.0,0,True,+1 Lap,2.0,55.0,1414.6929397490458,4.8392067011521025,1420.9083624764114,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,HUL,Renault,7.0,111.407666666,102.604517857,6.0,1.0,0,True,Finished,8.0,56.0,1476.2739247621423,6.506213422006768,1473.4256661158654,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,LEC,Sauber,9.0,110.77375,106.216580645,15.0,6.0,1,True,Collision damage,0.0,31.0,1455.4304617869698,-4.132840747184913,1743.365062543544,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,MAG,Haas F1 Team,12.0,107.62425,102.844642857,20.0,8.0,1,True,Disqualified,0.0,56.0,1489.842644061275,-11.655843925280161,1394.7481985018023,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,OCO,Racing Point,6.0,106.175,102.820196428,19.0,13.0,1,True,Disqualified,0.0,56.0,1495.2690620564738,-10.58409605553334,1470.9374277709815,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,PER,Racing Point,10.0,108.123272727,102.911890909,8.0,2.0,0,True,Finished,4.0,56.0,1502.6094888746122,3.0516554022877918,1629.2414502283532,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,RAI,Ferrari,3.0,105.6885,101.047196428,1.0,2.0,0,True,Finished,25.0,56.0,1577.9932107987959,9.27809914637352,1449.7035452092396,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,RIC,Red Bull Racing,5.0,107.3764,101.60875,16.0,11.0,1,True,Battery,0.0,8.0,1524.9327721808575,-7.839583944843558,1470.909747997035,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,SAI,Renault,11.0,108.345125,102.743517857,7.0,4.0,0,True,Finished,6.0,56.0,1503.3535466720293,4.288564727147151,1700.5906060556727,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,SIR,Williams,17.0,111.838,104.147981818,13.0,4.0,0,True,+1 Lap,0.0,55.0,1414.2239623143662,-0.19773393486112534,1407.2213104370728,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,STR,Williams,18.0,110.0615,105.194333333,14.0,4.0,0,True,+2 Laps,0.0,54.0,1436.9532102820856,-2.231168972695021,1462.8307342880876,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,VAN,McLaren,20.0,113.36325,103.503036363,11.0,9.0,0,True,+1 Lap,0.0,55.0,1453.3330687671876,0.9927175753243804,1453.1409090180623,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,VER,Red Bull Racing,15.0,117.488333333,101.070071428,2.0,13.0,0,True,Finished,18.0,56.0,1561.3067960527844,8.581518835594183,1879.4505913786095,0.2702702702702703
2018__17__United_States_Grand_Prix,2018,17,United States Grand Prix,FORMULA 1 PIRELLI 2018 UNITED STATES GRAND PRIX,2018-10-21,VET,Ferrari,2.0,107.876166666,101.372589285,4.0,2.0,0,True,Finished,12.0,56.0,1605.977857303865,4.564334350735995,1516.055076169242,0.2702702702702703
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,ALO,McLaren,12.0,87.8975,87.985333333,20.0,8.0,1,True,Engine,0.0,3.0,1465.124223488793,-10.793676697841883,1582.7962691047849,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,BOT,Mercedes,5.0,86.5409375,84.592142857,5.0,0.0,0,True,+1 Lap,10.0,70.0,1594.9063230674813,3.667392228504305,1402.7114444643748,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,ERI,Sauber,10.0,90.386142857,86.549202898,9.0,1.0,0,True,+2 Laps,2.0,69.0,1463.6026843373488,3.154159117873535,1447.9379954513126,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,GAS,Toro Rosso,15.0,88.683166666,86.566405797,10.0,5.0,0,True,+2 Laps,1.0,69.0,1460.9524841229313,1.983387858701688,1493.0651886207947,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,GRO,Haas F1 Team,16.0,85.2225,86.927382352,16.0,0.0,0,True,+3 Laps,0.0,68.0,1463.084252516876,-5.669863236788617,1372.4774448225103,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,HAM,Mercedes,3.0,87.838571428,84.332239436,4.0,1.0,0,True,Finished,12.0,71.0,1634.6760442238558,3.666086401774142,1731.7414504808555,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,HAR,Toro Rosso,14.0,89.535,86.657913043,14.0,0.0,0,True,+2 Laps,0.0,69.0,1419.5321464501978,-1.6488761823147948,1420.9083624764114,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,HUL,Renault,7.0,89.062333333,85.92431884,6.0,1.0,0,True,+2 Laps,8.0,69.0,1482.780138184149,6.271932675366511,1473.4256661158654,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,LEC,Sauber,9.0,89.175785714,86.091913043,7.0,2.0,0,True,+2 Laps,6.0,69.0,1451.2976210397849,6.108211761447525,1743.365062543544,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,MAG,Haas F1 Team,18.0,86.360166666,86.836565217,15.0,3.0,0,True,+2 Laps,0.0,69.0,1478.1868001359949,-4.935197398944898,1394.7481985018023,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,OCO,Racing Point,11.0,90.874,86.632202898,11.0,0.0,0,True,+2 Laps,0.0,69.0,1484.6849660009404,-0.11079550624807322,1470.9374277709815,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,PER,Racing Point,13.0,91.805916666,87.60718421,18.0,5.0,1,True,Brakes,0.0,38.0,1505.6611442769,-9.690906329387099,1629.2414502283532,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,RAI,Ferrari,6.0,86.810866666,83.926267605,3.0,3.0,0,True,Finished,15.0,71.0,1587.2713099451694,6.445624345338275,1449.7035452092396,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,RIC,Red Bull Racing,1.0,87.0395,83.160475409,17.0,16.0,1,True,Engine,0.0,61.0,1517.093188236014,-8.829512120936982,1470.909747997035,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,SAI,Renault,8.0,87.8905,85.687107142,19.0,11.0,1,True,Suspension,0.0,28.0,1507.6421113991764,-11.023743226650183,1700.5906060556727,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,SIR,Williams,20.0,91.27725,86.690463768,13.0,7.0,0,True,+2 Laps,0.0,69.0,1414.026228379505,-0.20127533704324696,1407.2213104370728,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,STR,Williams,19.0,89.100333333,86.678565217,12.0,7.0,0,True,+2 Laps,0.0,69.0,1434.7220413093905,0.36263715187035084,1462.8307342880876,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,VAN,McLaren,17.0,90.50125,86.393695652,8.0,9.0,0,True,+2 Laps,4.0,69.0,1454.325786342512,4.7400960904791924,1453.1409090180623,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,VER,Red Bull Racing,2.0,87.2407,83.223253521,1.0,1.0,0,True,Finished,25.0,71.0,1569.8883148883785,9.554675140354684,1879.4505913786095,0.44594594594594605
2018__18__Mexican_Grand_Prix,2018,18,Mexican Grand Prix,FORMULA 1 GRAN PREMIO DE MÉXICO 2018,2018-10-28,VET,Ferrari,4.0,88.259090909,83.467140845,2.0,2.0,0,True,Finished,18.0,71.0,1610.542191654601,6.9496432644455615,1516.055076169242,0.44594594594594605
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,ALO,McLaren,18.0,81.609,75.977695652,17.0,1.0,0,True,+2 Laps,0.0,69.0,1454.330546790951,-6.635819190814543,1582.7962691047849,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,BOT,Mercedes,3.0,81.776833333,73.971957746,5.0,2.0,0,True,Finished,10.0,71.0,1598.5737152959855,3.551487090637125,1402.7114444643748,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,ERI,Sauber,7.0,83.658928571,79.12835,20.0,13.0,1,True,Collision,0.0,20.0,1466.7568434552225,-10.857206402598976,1447.9379954513126,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,GAS,Toro Rosso,10.0,80.5506875,75.6114,13.0,3.0,0,True,+1 Lap,0.0,70.0,1462.935871981633,-1.8819832915753993,1493.0651886207947,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,GRO,Haas F1 Team,9.0,79.440272727,74.370366197,8.0,1.0,0,True,Finished,4.0,71.0,1457.4143892800873,4.625697315660439,1372.4774448225103,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,HAM,Mercedes,1.0,84.892333333,73.648816901,1.0,0.0,0,True,Finished,25.0,71.0,1638.34213062563,7.350527500611022,1731.7414504808555,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,HAR,Toro Rosso,17.0,80.15525,75.549914285,11.0,6.0,0,True,+1 Lap,0.0,70.0,1417.883270267883,2.1866181037903725,1420.9083624764114,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,HUL,Renault,14.0,82.6343,76.023064516,19.0,5.0,1,True,Overheating,0.0,32.0,1489.0520708595157,-10.37451278981761,1473.4256661158654,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,LEC,Sauber,8.0,82.6204375,74.271338028,7.0,1.0,0,True,Finished,6.0,71.0,1457.4058328012325,5.889152109394091,1743.365062543544,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,MAG,Haas F1 Team,11.0,82.032,74.39328169,9.0,2.0,0,True,Finished,2.0,71.0,1473.25160273705,2.8107409118000266,1394.7481985018023,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,OCO,Racing Point,13.0,80.118666666,75.652157142,15.0,2.0,0,True,+1 Lap,0.0,70.0,1484.5741704946925,-5.1647673356283965,1470.9374277709815,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,PER,Racing Point,12.0,81.177222222,74.826942857,10.0,2.0,0,True,+1 Lap,1.0,70.0,1495.9702379475127,0.7510182269513681,1629.2414502283532,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,RAI,Ferrari,4.0,79.964916666,73.715915492,3.0,1.0,0,True,Finished,15.0,71.0,1593.7169342905077,6.236534873562423,1449.7035452092396,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,RIC,Red Bull Racing,6.0,81.487181818,73.721957746,4.0,2.0,0,True,Finished,12.0,71.0,1508.263676115077,7.898378305620722,1470.909747997035,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,SAI,Renault,16.0,82.377,75.562214285,12.0,4.0,0,True,+1 Lap,0.0,70.0,1496.6183681725263,-1.7980572925409346,1700.5906060556727,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,SIR,Williams,15.0,85.799857142,76.028695652,16.0,1.0,0,True,+2 Laps,0.0,69.0,1413.8249530424619,-3.993559511694894,1407.2213104370728,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,STR,Williams,19.0,82.045833333,76.292405797,18.0,1.0,0,True,+2 Laps,0.0,69.0,1435.0846784612609,-7.237166891464339,1462.8307342880876,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,VAN,McLaren,20.0,81.9995,75.633314285,14.0,6.0,0,True,+1 Lap,0.0,70.0,1459.0658824329912,-3.0105828493441673,1453.1409090180623,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,VER,Red Bull Racing,5.0,79.38590909,73.669507042,2.0,3.0,0,True,Finished,18.0,71.0,1579.4429900287332,7.972310127769077,1879.4505913786095,0.5945945945945946
2018__19__Brazilian_Grand_Prix,2018,19,Brazilian Grand Prix,FORMULA 1 GRANDE PRÊMIO HEINEKEN DO BRASIL 2018,2018-11-11,VET,Ferrari,2.0,85.062333333,74.029056338,6.0,4.0,0,True,Finished,8.0,71.0,1617.4918349190466,1.6811909896825945,1516.055076169242,0.5945945945945946
2018__20__Abu_Dhabi_Grand_Prix,2018,20,Abu Dhabi Grand Prix,FORMULA 1 2018 ETIHAD AIRWAYS ABU DHABI GRAND PRIX,2018-11-25,ALO,McLaren,15.0,110.9267,108.582352941,11.0,4.0,0,True,+1 Lap,0.0,54.0,1447.6947276001365,1.16330242090444,1582.7962691047849,0.4054054054054054
2018__20__Abu_Dhabi_Grand_Prix,2018,20,Abu Dhabi Grand Prix,FORMULA 1 2018 ETIHAD AIRWAYS ABU DHABI GRAND PRIX,2018-11-25,BOT,Mercedes,2.0,110.406636363,106.669730769,5.0,3.0,0,True,Finished,10.0,55.0,1602.1252023866227,3.4446077559256514,1402.7114444643748,0.4054054054054054
